joint_pos_mes.0,joint_pos_mes.1,joint_pos_mes.2,joint_pos_mes.3,joint_pos_mes.4,joint_pos_mes.5,joint_pos_mes.6,task.translation.x,task.translation.y,task.translation.z,task.rotation.w,task.rotation.x,task.rotation.y,task.rotation.z 
0.9247555243209851,-1.4037954935735728,-1.3087370411441681,1.4290870018411082,1.0186702382969313,-0.6957396827701439,0.21885537589442977,-0.7488515378946434,0.03546816201067188,0.01739489037703837,0.15800048206236975,-0.6238416284107096,0.7468350380583046,0.16761532226614487 
0.9214492563618112,-1.433193036932162,-1.373937636096315,1.4805394738870967,1.2389050105128991,-0.7526207689984211,0.031051186647068452,-0.7424320262548704,0.039338032034302084,0.013629885278593518,0.13994940798610453,-0.6381740577916482,0.7432838048835323,0.14379575989555549 
0.9020394259702712,-1.4454570336169363,-1.4346533147564806,1.5201659126805789,1.4427428702863807,-0.815345303301675,-0.1355715442265064,-0.7492598931131252,0.039505436304214714,0.023329383498059797,0.10381633656072072,-0.6526770702190093,0.7398858694888291,0.12571280922881764 
0.8892839562400247,-1.4451721087256313,-1.4480041608004781,1.5134186742140574,1.4489441794058224,-0.8358125019324614,-0.1459601295430583,-0.7504372389984981,0.04439800565347457,0.02769793792761184,0.1044265590949535,-0.6532076503694876,0.739840957937978,0.12267932267410205 
0.844691374500795,-1.4855901654905495,-1.4494762430501096,1.3127886078908426,1.1825167395537386,-0.9185751995569396,0.1588202215081525,-0.7575201188478732,0.04202928346613821,0.018080105368969673,0.1674536937149205,-0.622466065069768,0.7549069959525411,0.12087466963635973 
0.8106265147443386,-1.4898660770774415,-1.4590943025901526,1.2652100965778486,1.184032120804118,-0.9661326186750063,0.16632516259900226,-0.7603052776058687,0.04315842800969877,0.01572360081776128,0.17343973437568977,-0.622633514043036,0.7556175569172295,0.10624628656356915 
0.8334219486724481,-1.478683836444801,-1.471935099940366,1.3078627918682932,1.200742061189542,-0.9624529223598203,0.13576383107718945,-0.7537842225817655,0.04371524611909278,0.0254118757675674,0.16942471044508672,-0.6239811549249327,0.7550188289977097,0.10903831275323694 
0.37973083211621617,-1.4055390784780628,-1.414390207510773,0.8896506735868966,1.3897744178839302,-1.4379147017921057,0.00776889366953049,-0.7545846577927088,0.04924131128059284,0.018519685122518253,0.13216968730161074,-0.665742851457254,0.7225367512034495,-0.13137074504060461 
0.35927789467983084,-1.4075960508851333,-1.4027423199059343,0.9024133337464121,1.4487461040834086,-1.433063487468605,-0.03326683009984693,-0.7608820777713511,0.04631888555608535,0.013775376365162545,0.1055039573451576,-0.6735643444100482,0.7175940746493652,-0.1422629008283409 
0.35829836408914945,-1.405446021013005,-1.4012502239657703,0.9269748229295496,1.458145188005062,-1.431515664910754,-0.058609091560282496,-0.7571104775106322,0.0521485053714035,0.012729040231544336,0.10160810265631304,-0.6741955083192498,0.7172341789853287,-0.14391435832457403 
0.3585485347844749,-1.4050513804706797,-1.3943663653796428,0.9280674247849044,1.4558545711199207,-1.3993745130554152,-0.05865505109730911,-0.7661103143519523,0.05664637605734657,0.011758884719454049,0.09696385230370004,-0.6739779540526395,0.7204149622129116,-0.131734623456454 
0.40346522994720296,-1.3925612414747244,-1.384706600760791,1.0103426041709123,1.4570967120001883,-1.319699011625896,-0.09549090323922999,-0.7729175824571757,0.062529064613259,0.012123263857034244,0.08551714220958805,-0.6733141622892721,0.7271937848883242,-0.10258682405062834 
0.401058917454875,-1.3880764449559628,-1.381478709647838,1.0281383392349093,1.4607621591201119,-1.321379259840828,-0.11507552355570178,-0.7685015195995191,0.0675306328821432,0.012004179350453281,0.08380263942818866,-0.6735355979515188,0.7268644308365986,-0.10485711755310968 
0.4326478962222682,-1.3777945792146042,-1.3771838630929742,1.0857346439373614,1.4617989384519374,-1.30392387674369,-0.14138101706776515,-0.7603663271613696,0.06450499551158209,0.01149281513267203,0.08152471341107444,-0.6737945381771169,0.7273888838144511,-0.10129192035446233 
0.4649812151550703,-1.3695062891950651,-1.3776423795225132,1.1371844195587388,1.4645363271624652,-1.287176581578068,-0.160880429646573,-0.7535482925112439,0.060505957632818075,0.011881534061342708,0.07961983867631908,-0.6736401049094699,0.7283986489817265,-0.0964629385220618 
0.513982673445012,-1.3576619202770184,-1.3784490976463055,1.2136504256456209,1.4741718356535216,-1.2610836882584362,-0.1902399230821394,-0.7435920361170336,0.05309090726785176,0.012194968268459366,0.07489999054315638,-0.6737436470838511,0.7297111219741128,-0.08933738242229734 
0.5409271658119847,-1.3554035530185635,-1.3798256656617907,1.2459254414184278,1.4755358322805707,-1.2460303033087983,-0.19533507618470508,-0.7391213699083374,0.04811071610901249,0.0110885089294602,0.07488925944642882,-0.6729877667244409,0.730953747584017,-0.08476841128448862 
0.5585699822173221,-1.3795248016601749,-1.3868797002858892,1.070502514364873,1.2129090215821627,-1.2597467880861903,0.07091131793699247,-0.7396129527335562,0.05339727583449283,0.01808672257339719,0.17035825458703213,-0.6390909334248895,0.7482349563378189,-0.05181982267728757 
0.5411125018889217,-1.380708543409155,-1.3870850499442757,1.0472985982335559,1.2117305408882297,-1.2707151101483154,0.07501465660343506,-0.7426433889926832,0.056637048722998684,0.01938428929425967,0.1712639867361321,-0.6391414062587902,0.7478202656393085,-0.05414572884296813 
0.5468814081514595,-1.3679683536001774,-1.392114829121714,1.066870095746631,1.2131346127183658,-1.2769101755268912,0.05917504664066667,-0.738449004764282,0.05812563299268067,0.02632123150979361,0.16937394378262258,-0.6398036252267486,0.7475581614843351,-0.055862183204669166 
0.8728796495792628,-1.4107408312735188,-1.4097114463345017,1.500466363632777,1.3452080574696004,-0.8400060818661307,-0.05490225101190483,-0.7350355279185551,0.05336023643473381,0.020980998547683233,0.11804454959919977,-0.6334313711163602,0.7576614630368778,0.10382335876086794 
0.8750356117164355,-1.4109522929658627,-1.4130693662220577,1.5252909664366405,1.3793899432322825,-0.8386850008128095,-0.09406639833775877,-0.7310614787969698,0.05718778430162863,0.020248942403785025,0.11398601567024357,-0.6355579585508847,0.7566479899690629,0.10274769501079815 
0.9561663575497934,-1.4698187457598226,-1.4161461961430077,1.5968281006476188,1.440331164901197,-0.7363215041060259,-0.08851153030987324,-0.7298952695650256,0.05375754537128968,0.014231043138210914,0.10527278187681878,-0.6275701427856132,0.7569978537898705,0.14841700252158024 
0.9488408801574462,-1.470420593536274,-1.420453745967749,1.5716153886507402,1.414631330244723,-0.7501116917379018,-0.05850722563665601,-0.7340418775736727,0.050362629359560096,0.01532939915353973,0.10795352262851574,-0.6269644688723333,0.7576283519985432,0.1458110831579664 
0.9539694692960738,-1.474921988245305,-1.416899584422508,1.57611085120381,1.4182670563273474,-0.7467825938903642,-0.05729843677666351,-0.7320052545367517,0.048928248780305994,0.011805093293867946,0.1084207388671622,-0.6269246119478524,0.757638464018967,0.1455830764770205 
0.9585823772361718,-1.478198475324203,-1.4171132032327245,1.5876822794247774,1.421133587185218,-0.7413016685906516,-0.06102163585978781,-0.7285394532989532,0.05279395090423156,0.011271404573424654,0.11025766206675619,-0.6249863019140567,0.7584950659278379,0.148056088488416 
0.9596075678217468,-1.4790627776414216,-1.4196651839587502,1.5949894209334186,1.4234080013062484,-0.7438118243555656,-0.0657871030298026,-0.7256223229252647,0.0558533919967924,0.011545525335579149,0.11188429491401308,-0.623847369883676,0.7592348388231688,0.14784729675571154 
0.9753376419024078,-1.552743470152745,-1.4235596975799332,1.8529859344964255,2.1081791342487994,-0.7800379192161142,0.3762578636150272,-0.7254949536860973,0.06070333792566229,0.011130527195677725,-0.24145788875655635,-0.2951840547984923,0.9243884113334604,-0.008398020144565367 
